asin,des
B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B09QL81ZHB,
B078GLXMDY,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid."
B0B691HSL3,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in"
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10"""
B07G4F6XFH,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
B09QL66G55,
B097RJ22Q3,This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.
B019HA8AYG,
B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
B09CQ5T3LN,Backpack
B07YDGQQN5,
B08YZ8FFBZ,
B0BWNBQXDZ,
B0C28QQMFJ,"Stay organized all day with Fur Jaden's durable and lightweight pro series backpack. This smart tech laptop backpack is a stylish and functional accessory for men and women. It adds admiration to an appealing and daring personality with remarkable aesthetics and functionality. It comes with a utility pocket in the main compartment which helps keep smaller accessories and belongings in place. Fur Jaden's Pro Series functional backpacks are apt for professionals looking to stay connected to their devices all day long as it features a smart in-built USB Type-A and USB Type-C charging port station which also supports reversible charging. This smart backpack also features an anti-theft pocket on the back to protect your gadgets and belongings from being stolen while you travel, now keep your belongings safe with style. The backpack features a 180 Degree openable padded gadget compartment that you may use to store your laptop and tablets safely. Weighing about 900 grams, this backpack is lightweight and easy to carry all day long. This tech backpack from Fur Jaden is able to house laptops of up to 15.6 inches and has several pockets to place mobile phones, pens, power banks, etc. Made from premium & durable quality PU, Fur Jaden Pro Series backpacks are sturdy and reliable. Flaunt this uniquely designed handcrafted Fur Jaden bag with style as it helps elevate your style quotient. This backpack is suitable for working professionals and uber cool college students . The straps are designed to distribute weight equally on each shoulder preventing any sort of discomfort. This stylish laptop backpack comes with a convenient grab handle which not only adds convenience but also helps grab a lot of attention."
B09B25Z8M2,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
B09YM657NK,"This School Backpack Is For The Trendy School & College-Goers. Made From Polyester, This Backpack Is High On Durability. Its Padded, Adjustable Straps Provide Ample Comfort While Carrying It On Your Shoulders. A Zippered Compartment At The Front Lets You Store Stationery Items with bottle pocket."
B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B0BYB631NR,
B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B0B691HSL3,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in"
B09QL81ZHB,
B078GLXMDY,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid."
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10"""
B097RJ22Q3,This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.
B07G4F6XFH,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
B09QL66G55,
B019HA8AYG,
B0CFHCPW7V,"Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like hp , dell , asus etc It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc Capacity: 30 Litres, Weight: 0.45kg; Dimensions: H 43cm x B 30cm x W 18cm ; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester. || Closure Type Zipper || Heavy Quality || One Side Water Bottle Mesh Pocket || Two Main Compartment And One Extra Compartment Offers Space."
B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
B09CQ5T3LN,Backpack
B08R7RPVJF,
B0BWNBQXDZ,
B07YDGQQN5,
B08YZ8FFBZ,
B09B25Z8M2,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B0BYB631NR,
B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B09QL81ZHB,
B078GLXMDY,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid."
B0B691HSL3,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in"
B0BZW8KW18,
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10"""
B07G4F6XFH,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
B097RJ22Q3,This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.
B09QL66G55,
B0CFHCPW7V,"Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like hp , dell , asus etc It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc Capacity: 30 Litres, Weight: 0.45kg; Dimensions: H 43cm x B 30cm x W 18cm ; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester. || Closure Type Zipper || Heavy Quality || One Side Water Bottle Mesh Pocket || Two Main Compartment And One Extra Compartment Offers Space."
B019HA8AYG,
B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
B0BXFDK5J2,
B09CQ5T3LN,Backpack
B08R7RPVJF,
B0BWNBQXDZ,
B07YDGQQN5,
B08YZ8FFBZ,
B09B25Z8M2,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
B09YM657NK,"This School Backpack Is For The Trendy School & College-Goers. Made From Polyester, This Backpack Is High On Durability. Its Padded, Adjustable Straps Provide Ample Comfort While Carrying It On Your Shoulders. A Zippered Compartment At The Front Lets You Store Stationery Items with bottle pocket."
B0BYB631NR,
B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B07MGDH98T,
B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10"""
B07G4F6XFH,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
B097RJ22Q3,This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.
B09QL66G55,
B019HA8AYG,
B0BJ32LQ6X,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
B09CQ5T3LN,Backpack
B07YDGQQN5,
B083N3DCTM,
B0BWNBQXDZ,
B08YZ8FFBZ,
B09B25Z8M2,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
B07M9BRCQ5,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel
B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
B082Y7TZ8Z,
B0BYB631NR,
B09VTCNN75,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10"""
B0BTD4FK9G,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
